id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
792,Cyb Ogilvie,Personal,Software Engineer,United States,California,San Francisco,XPS,1,Tech Blogs,12
793,Zaccaria Stear,Business,Software Engineer,United States,California,Whittier,Dell Storage,73,Tech Blogs,36
794,Walt Rothwell,Business,Game developer,United States,California,Sacramento,Inspiron,27,Tech Blogs,24
795,Gothart Cryer,Personal,Student,United States,California,Anaheim,XPS,2,Tech Blogs,12
796,Bride Stilliard,Business,Software Engineer,Canada,Ontario,St. Catharines,Chromebook,27,Tech Blogs,6
797,Claudie Hamlet,Business,Software Engineer,United States,California,San Diego,Chromebook,50,Tech Blogs,6
798,Krissy Megarry,Business,Game developer,Canada,Ontario,Oakville,Dell Storage,82,Tech Blogs,12
799,Charmian McKeggie,Business,Game developer,Canada,Ontario,Oshawa,Inspiron,92,Tech Blogs,36
800,Ardisj Pacey,Business,Game developer,United States,California,San Francisco,Dell Storage,57,Tech Blogs,24
801,Normie McNeigh,Business,Game developer,United States,California,Glendale,Chromebook,22,Tech Blogs,12
802,Adolpho Ducroe,Personal,Game developer,United States,California,Fresno,Inspiron,2,Tech Blogs,36
803,Tish Tours,Business,Game developer,United States,California,San Francisco,XPS,70,Tech Blogs,36
804,Britt Cotterell,Business,Software Engineer,Canada,Ontario,Keswick,Inspiron,56,Tech Blogs,36
805,Hasheem Poulett,Business,Software Engineer,Canada,Ontario,Mississauga,Chromebook,87,Tech Blogs,24
806,Purcell Demanche,Personal,Chef,Canada,Ontario,Napanee Downtown,XPS,2,Tech Blogs,12
807,Aurie Goodee,Personal,Chef,Canada,Ontario,Markham,Dell Storage,1,Tech Blogs,24
808,Godwin Balnave,Business,Software Engineer,Canada,Ontario,North York,Dell Security,99,Tech Blogs,36
809,Siouxie Defty,Personal,Game developer,United States,California,Inglewood,Chromebook,2,Tech Blogs,6
810,Darryl Orgill,Business,Game developer,United States,California,Corona,Dell Storage,56,Tech Blogs,36
811,Glenden Barniss,Business,Game developer,Canada,Ontario,Thessalon,Alienware,80,Tech Blogs,12
812,Freddie Hain,Business,Game developer,United States,California,Los Angeles,Inspiron,59,Tech Blogs,12
813,Carly Golde,Business,Software Engineer,Canada,Ontario,Camlachie,Alienware,96,Tech Blogs,6
814,Janna Dallicott,Personal,Student,Canada,Ontario,London,Inspiron,2,Tech Blogs,24
815,Rhody Beach,Personal,Game developer,Canada,Ontario,Innisfil,Chromebook,1,Tech Blogs,36
816,Alfred Jakeman,Personal,Student,Canada,Ontario,London,Inspiron,2,Tech Blogs,12
817,Glad Cuzen,Business,Software Engineer,United States,California,Pasadena,Dell Security,70,Tech Blogs,36
818,Beaufort Schohier,Personal,Software Engineer,United States,California,San Diego,XPS,2,Tech Blogs,24
819,Jena Tembridge,Business,Game developer,Canada,Ontario,Kirkland Lake,Inspiron,64,Tech Blogs,24
820,Sylvia Binder,Personal,Game developer,Canada,Ontario,Amherstburg,Alienware,2,Tech Blogs,12
821,Shela Elphinstone,Personal,Game developer,United States,California,San Jose,XPS,2,Tech Blogs,36
822,Garnet Pymer,Personal,Software Engineer,United States,California,Garden Grove,Dell Storage,2,Tech Blogs,36
823,Friedrick Mayho,Personal,Software Engineer,United States,California,San Diego,Dell Storage,2,Tech Blogs,36
824,Lind Lavery,Personal,Software Engineer,United States,California,Whittier,Dell Security,1,Tech Blogs,12
825,Mariana Shurville,Personal,Game developer,United States,California,Los Angeles,Inspiron,2,Tech Blogs,36
826,Pip Drawmer,Personal,Chef,United States,California,San Bernardino,XPS,2,Tech Blogs,6
827,Lilias Skaid,Personal,Software Engineer,Canada,Ontario,Kapuskasing,Dell Storage,2,Tech Blogs,6
828,Jerrie Twentyman,Business,Software Engineer,United States,California,Sacramento,Dell Storage,71,Tech Blogs,24
829,Arthur Ovett,Personal,Student,Canada,Ontario,Bancroft,Dell Security,2,Tech Blogs,24
830,Eliot Barbier,Personal,Game developer,Canada,Ontario,North Bay,Alienware,1,Tech Blogs,24
831,Noach Shenfisch,Personal,Software Engineer,United States,California,Oceanside,XPS,2,Social Networks,24
832,Zola Kordova,Personal,Chef,Canada,Ontario,Orillia,Chromebook,1,Tech Blogs,6
833,Bartolemo Arondel,Personal,Game developer,Canada,Ontario,Milton,Chromebook,1,Tech Blogs,24
834,Elysha Theobald,Business,Software Engineer,Canada,Ontario,Iroquois Falls,Chromebook,73,Tech Blogs,36
835,Wilden Low,Personal,Software Engineer,United States,California,Palmdale,Dell Security,2,Social Networks,6
836,Bobina Danson,Business,Software Engineer,United States,California,Garden Grove,Dell Security,20,Tech Blogs,24
837,Cleon Batteson,Personal,Game developer,Canada,Ontario,Mattawa,Alienware,1,Tech Blogs,6
838,Lorettalorna Presman,Personal,Game developer,Canada,Ontario,Delaware,Dell Storage,2,Tech Blogs,6
839,Gretna O'Dwyer,Business,Software Engineer,United States,California,Sacramento,Chromebook,38,Tech Blogs,12
840,Amaleta Ainsley,Business,Software Engineer,United States,California,San Jose,Chromebook,64,Tech Blogs,12
841,Aldridge Coltan,Business,Software Engineer,Canada,Ontario,Camlachie,Dell Storage,78,Tech Blogs,12
842,Claude Boggas,Personal,Student,Canada,Ontario,Waterloo,Inspiron,2,Tech Blogs,36
843,Lutero Trevance,Personal,Student,United States,California,Santa Rosa,Dell Storage,2,Tech Blogs,36
844,Alia Van Giffen,Business,Game developer,Canada,Ontario,Camlachie,Alienware,73,Tech Blogs,36
845,Desiri Blacksland,Personal,Chef,Canada,Ontario,Ajax,Dell Security,2,Tech Blogs,12
846,Gaspard Belvin,Business,Software Engineer,United States,California,Torrance,XPS,78,Tech Blogs,12
847,Annabal Willingam,Business,Game developer,Canada,Ontario,Dorchester,Alienware,67,Tech Blogs,12
848,Nickey Spottiswoode,Business,Software Engineer,Canada,Ontario,Newmarket,Inspiron,60,Tech Blogs,36
849,Doria Ewan,Personal,Chef,Canada,Ontario,St. Catharines,Chromebook,1,Tech Blogs,36
850,Adriaens Burfield,Business,Software Engineer,Canada,Ontario,Pickering,Inspiron,74,Tech Blogs,6
851,Tandi Vasin,Business,Game developer,Canada,Ontario,Midland,Alienware,50,Tech Blogs,12
852,Phyllys Purchall,Business,Software Engineer,United States,California,Fresno,Chromebook,37,Tech Blogs,6
853,Quintilla Lutton,Business,Software Engineer,United States,California,Carlsbad,Alienware,39,Tech Blogs,6
854,Jeremie Laminman,Personal,Student,United States,California,San Francisco,Dell Storage,2,Tech Blogs,6
855,Sheffy Kitt,Personal,Software Engineer,Canada,Ontario,Bancroft,XPS,1,Tech Blogs,6
856,Ynez Grenshiels,Business,Game developer,United States,California,Sacramento,XPS,58,Tech Blogs,24
857,Mallory Hadden,Business,Game developer,Canada,Ontario,North Bay,XPS,95,Tech Blogs,12
858,Lorne Pavlovic,Business,Game developer,United States,California,Los Angeles,Alienware,81,Tech Blogs,6
859,Brandea Bowery,Business,Software Engineer,United States,California,Stockton,Dell Security,47,Tech Blogs,6
860,Kerrill Melmoth,Business,Software Engineer,United States,California,Santa Barbara,Alienware,37,Tech Blogs,6
861,Danyette O'Cahill,Business,Game developer,United States,California,Carlsbad,Inspiron,46,Tech Blogs,6
862,Viviene Gelly,Personal,Game developer,United States,California,Inglewood,Dell Storage,1,Tech Blogs,6
863,Ferdinande Plewright,Personal,Game developer,United States,California,Pasadena,Inspiron,1,Tech Blogs,24
864,Elfreda Tiffney,Personal,Student,Canada,Ontario,Omemee,Alienware,2,Tech Blogs,12
865,Dottie Brister,Personal,Game developer,Canada,Ontario,Toronto,Inspiron,1,Tech Blogs,6
866,Mata Domini,Business,Software Engineer,United States,California,Los Angeles,XPS,95,Tech Blogs,24
867,Allys Anmore,Business,Game developer,Canada,Ontario,Barrie,Alienware,30,Tech Blogs,36
868,Briney Altoft,Personal,Student,Canada,Ontario,Niagara Falls,Dell Security,2,Tech Blogs,36
869,Basilio Skotcher,Personal,Software Engineer,United States,California,Los Angeles,Dell Storage,1,Tech Blogs,12
870,Errick Laurent,Personal,Software Engineer,United States,California,Los Angeles,Dell Storage,2,Tech Blogs,36
871,Noelani Barukh,Personal,Game developer,United States,California,Fullerton,Alienware,2,Tech Blogs,36
872,Stephanie Barnardo,Business,Game developer,Canada,Ontario,Oshawa,Alienware,61,Tech Blogs,6
873,Leland Blyden,Business,Game developer,Canada,Ontario,Orangeville,Alienware,51,Tech Blogs,12
874,Guinevere Kinsella,Personal,Game developer,United States,California,San Jose,Dell Security,2,Tech Blogs,12
875,Ronald Hargreave,Personal,Software Engineer,Canada,Ontario,Stratford,Inspiron,1,Tech Blogs,36
876,Tanny Polhill,Personal,Chef,United States,California,Oakland,Dell Security,1,Tech Blogs,6
877,Leigha Gobell,Personal,Game developer,United States,California,Pasadena,Dell Security,1,Tech Blogs,24
878,Cristine Wreakes,Business,Software Engineer,Canada,Ontario,Petrolia,Alienware,91,Tech Blogs,24
879,Hilarius Whyatt,Personal,Chef,United States,California,Inglewood,XPS,2,Tech Blogs,24
880,Judith Featonby,Personal,Chef,Canada,Ontario,Keswick,Dell Security,2,Tech Blogs,12
881,Odella McAlester,Personal,Student,Canada,Ontario,Bancroft,Inspiron,2,Tech Blogs,36
882,Nevins Titford,Personal,Game developer,United States,California,Oakland,Dell Storage,1,Tech Blogs,24
883,Skelly Mogridge,Business,Game developer,Canada,Ontario,Mississauga,Dell Storage,52,Tech Blogs,6
884,Dorena Tapsfield,Business,Software Engineer,United States,California,San Jose,Chromebook,77,Social Networks,24
885,Diena Espadate,Personal,Software Engineer,United States,California,Los Angeles,XPS,1,Tech Blogs,24
886,Toni Brevetor,Business,Game developer,Canada,Ontario,Arnprior,Dell Security,43,Tech Blogs,6
887,Fredi Buckie,Business,Software Engineer,Canada,Ontario,Niagara Falls,XPS,47,Tech Blogs,6
888,Bradley Ladell,Business,Software Engineer,United States,California,Los Angeles,Alienware,67,Tech Blogs,12
889,Emlen Plaice,Personal,Student,United States,California,Fresno,Dell Security,2,Tech Blogs,12
890,Ward Pepper,Business,Software Engineer,Canada,Ontario,Collingwood,Chromebook,78,Social Networks,6
891,Towney Blaxley,Personal,Game developer,United States,California,Oakland,XPS,2,Social Networks,36
892,Ardys Cuttell,Personal,Chef,United States,California,Los Angeles,Inspiron,2,Tech Blogs,6
893,Celinda Gooderick,Business,Game developer,United States,California,Pasadena,Dell Storage,98,Tech Blogs,36
894,Livvyy Harriskine,Business,Software Engineer,United States,California,Fresno,Inspiron,30,Tech Blogs,24
895,Ernie Labbe,Personal,Software Engineer,United States,California,Sacramento,Alienware,1,Tech Blogs,6
896,Adda Squire,Personal,Chef,United States,California,Pasadena,Chromebook,2,Tech Blogs,36
897,Lezlie Dewicke,Personal,Chef,United States,California,Orange,Dell Security,2,Tech Blogs,24
898,Novelia Sclanders,Business,Game developer,United States,California,Fresno,Chromebook,91,Tech Blogs,12
899,Ottilie Myton,Personal,Chef,United States,California,Santa Barbara,Dell Storage,1,Tech Blogs,36
900,Augusta Fairbank,Business,Game developer,United States,California,San Diego,Inspiron,93,Tech Blogs,12
901,Bobine Di Bartolomeo,Personal,Software Engineer,Canada,Ontario,Markham,Inspiron,2,Tech Blogs,24
902,Aryn Arboine,Personal,Student,Canada,Ontario,Amherstburg,Dell Security,1,Tech Blogs,6
903,Gilburt Jumeau,Business,Game developer,United States,California,San Jose,Dell Storage,67,Tech Blogs,24
904,Frankie Askwith,Business,Software Engineer,United States,California,Carlsbad,XPS,100,Tech Blogs,6
905,Sheba Baise,Business,Software Engineer,United States,California,Garden Grove,Alienware,29,Tech Blogs,6
906,Gael Benford,Personal,Software Engineer,Canada,Ontario,London,Inspiron,2,Tech Blogs,36
907,Michaeline Tanby,Business,Game developer,Canada,Ontario,Markham,Dell Security,73,Tech Blogs,6
908,Sumner Withey,Personal,Software Engineer,Canada,Ontario,Ajax,Alienware,1,Tech Blogs,12
909,Lyndsie Schrinel,Business,Software Engineer,United States,California,San Jose,Inspiron,74,Tech Blogs,24
910,Coletta Pounds,Personal,Student,Canada,Ontario,Woodstock,Inspiron,2,Tech Blogs,36
911,Claudelle Kyndred,Personal,Chef,United States,California,Pasadena,Chromebook,2,Social Networks,24
912,Gianni Yanele,Personal,Chef,Canada,Ontario,Stratford,Chromebook,1,Tech Blogs,6
913,Babita Bessom,Personal,Software Engineer,United States,California,San Francisco,Inspiron,2,Tech Blogs,24
914,Anissa Fewless,Business,Software Engineer,United States,California,San Diego,XPS,74,Tech Blogs,12
915,Keefe Matisoff,Business,Game developer,Canada,Ontario,Gananoque,Chromebook,50,Tech Blogs,12
916,Kelly Pickton,Personal,Software Engineer,United States,California,Los Angeles,Dell Security,2,Tech Blogs,6
917,Janet Topley,Personal,Game developer,United States,California,San Diego,Dell Security,2,Tech Blogs,12
918,Normand Blagdon,Business,Game developer,Canada,Ontario,Oshawa,Dell Security,75,Social Networks,6
919,Burton Gwyllt,Business,Software Engineer,United States,California,Sacramento,Chromebook,51,Tech Blogs,12
920,Harriet Bertwistle,Personal,Game developer,United States,California,Sacramento,Chromebook,2,Tech Blogs,24
921,Alvera Bathersby,Business,Software Engineer,United States,California,Bakersfield,Dell Storage,66,Tech Blogs,24
922,Yehudi Skeermer,Business,Software Engineer,Canada,Ontario,Lambton Shores,Dell Security,43,Tech Blogs,36
923,Pierre Housecraft,Business,Software Engineer,Canada,Ontario,Dorchester,Alienware,65,Tech Blogs,24
924,Samson Orviss,Personal,Student,Canada,Ontario,Mississauga,Alienware,2,Tech Blogs,6
925,Shurwood Hodinton,Personal,Chef,United States,California,Alhambra,Dell Storage,1,Tech Blogs,6
926,Reena Mollen,Business,Software Engineer,Canada,Ontario,Belleville,Alienware,82,Tech Blogs,12
927,Jena Lorne,Business,Software Engineer,Canada,Ontario,Sarnia,Dell Storage,80,Tech Blogs,24
928,Lynsey Pobjay,Business,Software Engineer,Canada,Ontario,Amherstburg,Inspiron,74,Tech Blogs,36
929,Melisande Duncombe,Business,Software Engineer,United States,California,Anaheim,Inspiron,57,Tech Blogs,24
930,Jerrylee Matteucci,Personal,Student,Canada,Ontario,Toronto,Dell Storage,1,Tech Blogs,12
931,Kaycee Tevlin,Business,Software Engineer,Canada,Ontario,Collingwood,Alienware,54,Tech Blogs,24
932,Jareb Josselson,Personal,Game developer,United States,California,San Francisco,Dell Storage,1,Tech Blogs,6
933,Madelyn Petschel,Business,Game developer,Canada,Ontario,Renfrew,Inspiron,84,Social Networks,12
934,Carr Shadrack,Business,Game developer,United States,California,Van Nuys,Chromebook,74,Tech Blogs,12
935,Humbert Guslon,Personal,Student,United States,California,Fresno,Dell Security,2,Tech Blogs,24
936,Earl Paskell,Business,Software Engineer,Canada,Ontario,Parry Sound,Alienware,36,Tech Blogs,24
937,Larry Stacy,Personal,Software Engineer,United States,California,San Diego,Alienware,1,Tech Blogs,12
938,Erin Lowthorpe,Business,Software Engineer,United States,California,Petaluma,XPS,22,Tech Blogs,12
939,Randall Bolte,Business,Software Engineer,United States,California,Oakland,Dell Storage,56,Tech Blogs,24
940,Tomasine Woehler,Personal,Game developer,Canada,Ontario,Oakville,Dell Security,2,Tech Blogs,36
941,Holli Marshal,Personal,Chef,Canada,Ontario,Milton,Dell Storage,2,Tech Blogs,6
942,Guthrey Gibbetts,Personal,Software Engineer,United States,California,Orange,Dell Security,2,Tech Blogs,6
943,Barb Smallcombe,Personal,Software Engineer,United States,California,Long Beach,Dell Storage,2,Tech Blogs,6
944,Brigida Boate,Personal,Student,Canada,Ontario,Napanee Downtown,Dell Storage,1,Recommendation,24
945,Brenna Breche,Personal,Game developer,Canada,Ontario,Parry Sound,Dell Storage,2,Tech Blogs,36
946,Damien Pidgley,Business,Game developer,United States,California,Sacramento,XPS,24,Tech Blogs,36
947,Lev Mills,Business,Game developer,United States,California,Mountain View,Dell Storage,51,Tech Blogs,12
948,Elissa Tal,Personal,Chef,Canada,Ontario,Kingston,XPS,2,Tech Blogs,36
949,Noel Shere,Personal,Software Engineer,Canada,Ontario,Oshawa,Dell Storage,2,Tech Blogs,24
950,Boote Tirrey,Business,Software Engineer,Canada,Ontario,Casselman,Chromebook,67,Tech Blogs,24
951,Sondra Westwood,Personal,Game developer,Canada,Ontario,Peterborough,Chromebook,2,Tech Blogs,6
952,Hamel Gooden,Personal,Student,Canada,Ontario,Omemee,Alienware,2,Tech Blogs,6
953,Elia Patria,Personal,Student,Canada,Ontario,Brant,Dell Storage,2,Tech Blogs,12
954,Elston Hunte,Personal,Chef,United States,California,Los Angeles,XPS,2,Tech Blogs,36
955,Dehlia Kisby,Business,Software Engineer,United States,California,Bakersfield,Inspiron,30,Tech Blogs,36
956,Felicity Stockall,Business,Software Engineer,United States,California,Garden Grove,Dell Security,46,Tech Blogs,36
957,Dov Shory,Personal,Chef,Canada,Ontario,Newmarket,XPS,1,Tech Blogs,12
958,Kaiser Escalante,Personal,Software Engineer,United States,California,Petaluma,Inspiron,2,Tech Blogs,12
959,Godfrey Bettis,Business,Software Engineer,United States,California,Oakland,XPS,54,Social Networks,24
960,Fowler Keene,Business,Game developer,United States,California,Sacramento,Inspiron,99,Tech Blogs,36
961,Dannye Tomley,Personal,Chef,United States,California,Corona,Inspiron,1,Social Networks,12
962,Korry Ilson,Personal,Game developer,United States,California,Newport Beach,Alienware,2,Tech Blogs,6
963,Matthiew Jennaway,Personal,Student,Canada,Ontario,Smiths Falls,Dell Security,1,Tech Blogs,6
964,Nicolas Gwyer,Personal,Game developer,Canada,Ontario,Markham,Dell Security,1,Tech Blogs,6
965,Bonita Gomery,Personal,Student,United States,California,Bakersfield,Alienware,2,Tech Blogs,12
966,Shanie Beccera,Personal,Software Engineer,United States,California,Los Angeles,XPS,2,Tech Blogs,36
