id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
1045,Clarissa Janicijevic,Business,Chef,United States,California,Sacramento,Chromebook,37,Offline,12
1046,Clem Cosford,Business,Student,United States,California,Palmdale,Alienware,36,Offline,24
1047,Vergil O'Doran,Personal,Game developer,Canada,Ontario,Sarnia,Alienware,2,Social Networks,6
1048,Chanda Skelbeck,Business,Software Engineer,Canada,Ontario,Ajax,XPS,82,Tech Blogs,6
1049,Harman Bodicam,Personal,Student,Canada,Ontario,Ingersoll,XPS,2,Social Networks,36
1050,Aylmer Kleszinski,Personal,Student,United States,California,San Jose,XPS,2,Tech Blogs,36
1051,Kinsley Stabbins,Personal,Game developer,United States,California,Oceanside,Alienware,2,Offline,6
1052,Clifford Skerman,Business,Student,United States,California,Huntington Beach,Inspiron,36,Recommendation,24
1053,Tobin Bradshaw,Personal,Game developer,United States,California,Santa Barbara,Alienware,1,Recommendation,36
1054,Dre Ansteys,Business,Software Engineer,Canada,Ontario,Greater Napanee,XPS,64,Offline,12
1055,Ludvig Joire,Business,Student,United States,California,Corona,Inspiron,88,Tech Blogs,12
1056,Cooper Franzen,Personal,Game developer,United States,California,Burbank,Alienware,2,Recommendation,24
1057,Lauree Murrill,Personal,Student,Canada,Ontario,Thorold,Inspiron,2,Social Networks,6
1058,Hollis Boatman,Business,Student,Canada,Ontario,Barrie,XPS,67,Tech Blogs,12
1059,Warren Gentreau,Business,Game developer,United States,California,Sacramento,Alienware,63,Recommendation,6
1060,Liana Knapper,Business,Chef,United States,California,Oceanside,Chromebook,79,Tech Blogs,36
1061,Nolana Flade,Business,Chef,United States,California,Los Angeles,Chromebook,50,Offline,6
1062,Filippo Rennock,Business,Software Engineer,United States,California,Petaluma,Alienware,65,Offline,24
1063,Myrlene Reolfi,Personal,Game developer,Canada,Ontario,Petawawa,Alienware,1,Social Networks,6
1064,Gusta Coste,Business,Chef,Canada,Ontario,Skatepark,Inspiron,64,Social Networks,12
1065,Royce Cofax,Business,Game developer,United States,California,Sacramento,Alienware,95,Offline,6
1066,Christiane Hollows,Personal,Game developer,Canada,Ontario,Pembroke,Alienware,1,Recommendation,36
1067,Darcey Weinmann,Business,Software Engineer,United States,California,Los Angeles,XPS,67,Tech Blogs,12
1068,Anthe Benzi,Business,Software Engineer,United States,California,Fullerton,XPS,56,Social Networks,24
1069,Benedict Russo,Business,Software Engineer,United States,California,Oakland,XPS,52,Social Networks,36
1070,Dante Nesby,Business,Student,Canada,Ontario,Oakville,Chromebook,53,Recommendation,24
1071,Maurene Staines,Personal,Game developer,United States,California,Los Angeles,XPS,1,Recommendation,24
1072,Quincey Beckmann,Personal,Game developer,United States,California,Pasadena,Alienware,2,Recommendation,6
1073,Morrie Greeve,Business,Student,United States,California,Garden Grove,Inspiron,96,Social Networks,36
1074,Sibyl Wapplington,Business,Chef,Canada,Ontario,Petrolia,Chromebook,41,Tech Blogs,36
1075,Daisey McCroary,Personal,Student,Canada,Ontario,Picton,Chromebook,2,Tech Blogs,12
1076,Shellysheldon Smalles,Personal,Chef,United States,California,Irvine,Chromebook,2,Social Networks,12
1077,Ode Warner,Business,Game developer,United States,California,Sacramento,Servers,82,Social Networks,24
1078,Brig Armsby,Business,Game developer,Canada,Ontario,North Bay,Alienware,58,Offline,36
1079,Faye Swinford,Personal,Student,Canada,Ontario,Peterborough,Inspiron,2,Tech Blogs,12
1080,Bert Wakeham,Business,Student,Canada,Ontario,Marathon,Inspiron,52,Tech Blogs,6
1081,Stevana Gregor,Business,Student,United States,California,Sacramento,Chromebook,81,Offline,36
1082,Adelaide Preist,Business,Chef,United States,California,San Diego,Chromebook,69,Offline,36
1083,Lorine Lardner,Business,Chef,Canada,Ontario,Midland,Chromebook,87,Offline,24
1084,Tammie Dumbrell,Business,Student,United States,California,San Jose,Inspiron,50,Tech Blogs,6
1085,Angele Escudier,Personal,Chef,Canada,Ontario,Keswick,Chromebook,1,Tech Blogs,6
1086,Lacee Alan,Business,Student,United States,California,Huntington Beach,Chromebook,58,Offline,12
1087,Corie Chittenden,Business,Student,United States,California,Fresno,Inspiron,58,Offline,12
1088,Brigida Oakenfull,Business,Software Engineer,Canada,Ontario,Neebing,Servers,97,Offline,6
1089,Vale Baudouin,Personal,Software Engineer,United States,California,San Jose,Servers,1,Social Networks,24
1090,Tymothy Gostridge,Personal,Game developer,Canada,Ontario,Markham,Alienware,2,Offline,6
1091,Bridie Ayris,Personal,Software Engineer,United States,California,Santa Ana,Servers,1,Recommendation,6
1092,Lorette Worlock,Business,Game developer,Canada,Ontario,Gananoque,Alienware,47,Tech Blogs,24
1093,Waylon Bruno,Personal,Software Engineer,Canada,Ontario,Stratford,Servers,2,Social Networks,6
1094,Vivi Sexti,Personal,Student,Canada,Ontario,Petrolia,Inspiron,2,Recommendation,6
1095,Leann Yallop,Personal,Software Engineer,United States,California,Corona,Servers,2,Offline,24
1096,Crystal Rummin,Personal,Game developer,United States,California,San Jose,Alienware,1,Offline,36
1097,Wald Millican,Business,Game developer,United States,California,Oakland,Alienware,68,Social Networks,24
1098,Adelind Klemke,Business,Game developer,Canada,Ontario,Thessalon,Alienware,72,Tech Blogs,36
1099,Kristofor Maty,Business,Game developer,United States,California,Corona,XPS,54,Recommendation,36
1100,Hailee Bocking,Business,Student,Canada,Ontario,Gananoque,Inspiron,71,Recommendation,6
1101,Thorndike Shorte,Personal,Student,Canada,Ontario,Milton,Alienware,1,Tech Blogs,6
1102,Wynn Lamdin,Personal,Software Engineer,Canada,Ontario,Clarence-Rockland,Servers,2,Offline,36
1103,Kylen Dowle,Business,Student,Canada,Ontario,Concord,Chromebook,79,Recommendation,36
1104,Carissa Assinder,Personal,Game developer,United States,California,San Jose,Alienware,1,Recommendation,6
1105,Tracie Donke,Personal,Chef,United States,California,Long Beach,Inspiron,1,Tech Blogs,24
1106,Bengt Elsie,Business,Student,United States,California,Los Angeles,Inspiron,30,Offline,12
1107,Antin Moxom,Business,Game developer,United States,California,Santa Cruz,Alienware,44,Offline,6
1108,Joelynn Stockwell,Business,Student,Canada,Ontario,Port Colborne,Inspiron,53,Tech Blogs,12
1109,Ariel Goding,Business,Software Engineer,United States,California,Inglewood,XPS,73,Recommendation,6
1110,Liliane McHardy,Business,Chef,Canada,Ontario,Kirkland Lake,Chromebook,30,Tech Blogs,36
1111,Grant Marran,Business,Software Engineer,United States,California,Bakersfield,XPS,31,Social Networks,36
1112,Antonetta Jeays,Business,Game developer,United States,California,Stockton,Alienware,61,Social Networks,36
1113,Sharyl Antognazzi,Personal,Chef,United States,California,Lancaster,Chromebook,1,Social Networks,6
1114,Courtney Capitano,Personal,Game developer,Canada,Ontario,Parry Sound,Alienware,1,Recommendation,36
1115,Cinderella Stenbridge,Personal,Software Engineer,United States,California,Pasadena,XPS,1,Tech Blogs,36
1116,Verney Sappy,Business,Game developer,Canada,Ontario,Niagara Falls,Alienware,32,Tech Blogs,36
1117,Hazel Redparth,Business,Software Engineer,United States,California,Fresno,XPS,51,Offline,6
1118,Priscella Broose,Personal,Student,United States,California,Fullerton,Inspiron,1,Social Networks,12
1119,Frazier Reck,Personal,Chef,India,Andhra Pradesh,Agraharam,Chromebook,2,Offline,6
1120,Brande Dilley,Personal,Chef,United States,California,Fresno,Chromebook,1,Offline,12
1121,Sheeree Siddaley,Personal,Game developer,United States,California,Sacramento,Alienware,1,Tech Blogs,12
1122,Nollie Mathiassen,Business,Student,Canada,Ontario,Casselman,Chromebook,87,Social Networks,6
1123,Rollo Bolderoe,Business,Game developer,United States,California,Sacramento,Alienware,22,Social Networks,24
1124,Olly Dorken,Business,Game developer,Canada,Ontario,Norfolk County,Alienware,24,Offline,36
1125,Upton Biaggiotti,Personal,Software Engineer,United States,California,Bakersfield,Alienware,1,Offline,36
1126,Kele Mouatt,Business,Game developer,Canada,Ontario,Toronto,Chromebook,51,Tech Blogs,6
1127,Keefe Oriel,Business,Chef,United States,California,Santa Rosa,Chromebook,34,Tech Blogs,12
1128,Gay Negro,Business,Software Engineer,Canada,Ontario,Skatepark,XPS,34,Recommendation,6
1129,Mitch Anmore,Business,Chef,Canada,Ontario,North Bay,Chromebook,43,Social Networks,6
1130,Estrellita Mathwen,Business,Chef,Canada,Ontario,Angus,Chromebook,38,Recommendation,6
1131,Waite Tubridy,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Offline,36
1132,Dill Smallthwaite,Business,Chef,Canada,Ontario,Wingham,Chromebook,23,Tech Blogs,6
1133,Jammal Ciccarelli,Business,Game developer,Canada,Ontario,Woodstock,Alienware,66,Social Networks,36
1134,Valentine Winfred,Personal,Student,Canada,Ontario,Petrolia,Inspiron,2,Offline,24
1135,Filmore Sturr,Personal,Software Engineer,Canada,Ontario,Renfrew,Servers,1,Social Networks,6
1136,Irwinn Mateu,Business,Game developer,Canada,Ontario,Collingwood,Alienware,89,Offline,12
1137,Pollyanna Lung,Personal,Software Engineer,Canada,Ontario,Amherstburg,Alienware,1,Tech Blogs,12
1138,Celle McPeeters,Business,Game developer,Canada,Ontario,Iroquois Falls,Alienware,59,Social Networks,24
1139,Hendrick Espadas,Personal,Chef,United States,California,Fresno,Inspiron,2,Social Networks,12
1140,Catlin Assender,Business,Software Engineer,United States,California,San Francisco,XPS,74,Offline,24
1141,Nickey Teresia,Business,Game developer,United States,California,Sacramento,Alienware,23,Offline,12
1142,Othello Georgiades,Business,Chef,Canada,Ontario,Peterborough,Chromebook,20,Tech Blogs,6
1143,Ware Bodega,Business,Student,Canada,Ontario,Thorold,Inspiron,85,Tech Blogs,12
1144,Rayna Cullerne,Personal,Chef,United States,California,San Francisco,Chromebook,1,Social Networks,6
1145,Blanch Lagde,Business,Student,United States,California,Pasadena,Inspiron,71,Recommendation,24
1146,Trumaine Quayle,Personal,Game developer,Canada,Ontario,Angus,Inspiron,2,Offline,36
1147,Dyane Alp,Personal,Chef,Canada,Ontario,Thorold,Chromebook,2,Social Networks,24
1148,Aurelea Feyer,Business,Game developer,United States,California,Fresno,Alienware,35,Tech Blogs,36
1149,Val Pettyfer,Personal,Game developer,United States,California,Fresno,Alienware,2,Social Networks,6
1150,Beau O' Borne,Personal,Game developer,Canada,Ontario,Keswick,Alienware,2,Recommendation,12
1151,Toma Bridgett,Business,Student,United States,California,Lancaster,Alienware,47,Recommendation,36
1152,Amos Thrift,Business,Chef,United States,California,Bakersfield,Chromebook,97,Social Networks,24
1153,Reade Stanway,Business,Chef,United States,California,Lancaster,Chromebook,63,Offline,12
1154,Tamar Rosbottom,Business,Game developer,Canada,Ontario,Petawawa,Alienware,50,Social Networks,36
1155,Agathe Loweth,Business,Software Engineer,United States,California,Garden Grove,XPS,50,Offline,6
1156,Quintana Dalyiel,Business,Game developer,United States,California,Orange,Alienware,80,Tech Blogs,36
1157,Jayson Dictus,Personal,Software Engineer,United States,California,Petaluma,XPS,2,Recommendation,36
1158,Sonia Jerome,Business,Game developer,United States,California,Sacramento,Alienware,23,Social Networks,12
1159,Menard Vanyukhin,Business,Game developer,United States,California,Sacramento,Alienware,44,Tech Blogs,24
1160,Ashleigh Peret,Personal,Game developer,Canada,Ontario,Hearst,Alienware,1,Social Networks,12
1161,Remus Clissell,Business,Software Engineer,Canada,Ontario,Parry Sound,Servers,88,Tech Blogs,6
1162,Nikolas Hast,Personal,Chef,Canada,Ontario,Petawawa,Chromebook,1,Recommendation,36
1163,Calida Watkiss,Business,Chef,United States,California,Sacramento,Chromebook,22,Recommendation,24
1164,Jaclyn McNeilly,Business,Software Engineer,Canada,Ontario,Casselman,XPS,90,Offline,36
1165,Vito Kewzick,Business,Software Engineer,United States,California,San Bernardino,XPS,72,Offline,12
1166,Lewes Magne,Business,Student,Canada,Ontario,North Bay,Alienware,24,Tech Blogs,12
1167,Averell Slaten,Personal,Student,United States,California,Los Angeles,Inspiron,1,Tech Blogs,24
1168,Dorothea Brunstan,Personal,Software Engineer,Canada,Ontario,Orangeville,XPS,2,Offline,24
1169,Jamey Du Hamel,Business,Game developer,United States,California,Long Beach,Alienware,41,Tech Blogs,36
1170,Kasper Bentson,Business,Software Engineer,Canada,Ontario,Willowdale,XPS,94,Recommendation,24
1171,Chris Tytcomb,Business,Software Engineer,Canada,Ontario,Aylmer,XPS,39,Offline,6
1172,Simeon Smitheman,Personal,Software Engineer,Canada,Ontario,Brant,XPS,1,Tech Blogs,6
1173,Ashlen Pantridge,Business,Software Engineer,United States,California,Mountain View,Inspiron,49,Recommendation,36
1174,Rutter MacKain,Business,Student,Canada,Ontario,Ajax,Inspiron,86,Social Networks,12
1175,Sigvard Maskall,Business,Software Engineer,United States,California,Fresno,Servers,64,Social Networks,36
1176,Adah Faier,Business,Game developer,United States,California,Pasadena,Alienware,46,Social Networks,12
1177,Ellery Wards,Personal,Chef,Canada,Ontario,Dorchester,Chromebook,1,Offline,6
1178,Shana Ramel,Business,Game developer,United States,California,San Diego,Alienware,45,Tech Blogs,12
1179,Jaclin Holehouse,Personal,Game developer,United States,California,San Francisco,Alienware,2,Recommendation,12
1180,Ethelbert Seckom,Personal,Student,Canada,Ontario,Innisfil,Inspiron,2,Recommendation,12
1181,Lonnie Andryushchenko,Personal,Software Engineer,United States,California,Los Angeles,XPS,1,Offline,12
1182,Calvin Janout,Business,Student,United States,California,Fresno,Inspiron,44,Recommendation,36
1183,Alie Griffey,Business,Game developer,Canada,Ontario,Niagara Falls,Alienware,73,Offline,36
1184,Shelby Kernell,Business,Chef,Canada,Ontario,Ajax,Chromebook,89,Offline,36
1185,Margy Barbara,Personal,Chef,United States,California,Salinas,Chromebook,1,Offline,6
1186,Lena Gurry,Business,Game developer,Canada,Ontario,Kapuskasing,Alienware,34,Offline,24
1187,Joann Pires,Business,Chef,Canada,Ontario,Deep River,Chromebook,63,Social Networks,24
1188,Sheela Ackers,Personal,Student,United States,California,Glendale,Inspiron,2,Social Networks,36
1189,Belicia Crippes,Personal,Software Engineer,United States,California,San Jose,Servers,1,Tech Blogs,36
1190,Lavina Brooksbank,Personal,Student,Canada,Ontario,Camlachie,Inspiron,1,Offline,36
1191,Damita Baughan,Business,Chef,United States,California,Mountain View,Chromebook,80,Offline,36
1192,Vick Torry,Personal,Student,United States,California,San Diego,Inspiron,2,Offline,24
1193,Arte Leete,Personal,Game developer,Canada,Ontario,Rayside-Balfour,Alienware,1,Recommendation,36
1194,Elbertine Gorger,Personal,Chef,United States,California,San Francisco,Chromebook,1,Social Networks,36
1195,Hamlin Castellaccio,Business,Chef,United States,California,Garden Grove,Chromebook,28,Offline,12
1196,Cybill Parke,Personal,Software Engineer,United States,California,Sacramento,XPS,1,Recommendation,36
1197,Christie Cossons,Personal,Chef,United States,California,Glendale,Chromebook,1,Offline,6
1198,Vitoria Goldman,Personal,Student,United States,California,Bakersfield,Inspiron,2,Tech Blogs,24
1199,Timmie Kumaar,Personal,Game developer,Canada,Ontario,Gananoque,XPS,2,Social Networks,6
1200,Twyla Brisson,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Offline,24
1201,Pierson Glasby,Personal,Student,Canada,Ontario,Mattawa,Inspiron,1,Offline,36
1202,Bertina Margeram,Personal,Chef,Canada,Ontario,Dorchester,Chromebook,2,Tech Blogs,12
1203,Melisandra Iannazzi,Personal,Chef,Canada,Ontario,London,Inspiron,2,Offline,24
1204,Cherilynn Arent,Personal,Software Engineer,Canada,Ontario,Petawawa,XPS,1,Tech Blogs,6
1205,Brendis Gamlen,Business,Chef,Canada,Ontario,Orangeville,Chromebook,46,Social Networks,24
1206,Dorry Earwaker,Business,Student,United States,California,Anaheim,Inspiron,28,Recommendation,36
1207,Gale Bird,Business,Software Engineer,United States,California,Oakland,Servers,54,Social Networks,6
1208,Ethelred Claessens,Personal,Chef,United States,California,Stockton,Chromebook,1,Offline,6
1209,Kania Huckle,Personal,Student,United States,California,Los Angeles,Inspiron,1,Social Networks,36
1210,Caprice Aucutt,Personal,Chef,Canada,Ontario,Amherstburg,Chromebook,1,Recommendation,24
1211,Vivianne Betancourt,Personal,Software Engineer,United States,California,Pasadena,Alienware,2,Offline,6
1212,Malinda Thrower,Business,Chef,Canada,Ontario,Orillia,Chromebook,45,Tech Blogs,36
1213,Danni Eyles,Personal,Chef,United States,California,Oakland,Chromebook,2,Social Networks,36
1214,Joela Bingley,Personal,Game developer,Canada,Ontario,Woodstock,XPS,2,Recommendation,6
1215,Danella Cankett,Personal,Student,Canada,Ontario,Little Current,Inspiron,1,Offline,12
1216,Lenna Alishoner,Personal,Student,Canada,Ontario,Willowdale,Chromebook,1,Recommendation,6
